dataset,benchmark,task_type,et_mean,et_std,et_time,oblique_mean,oblique_std,oblique_time,rf_mean,rf_std,rf_time,rotf_mean,rotf_std,rotf_time
medical_charges,openml_297,regression,0.0869079932810179,0.000221700232944147,107.35134000000001,0.08288986824094646,6.0689085284662085e-05,124.57757999999998,0.08336428313538832,7.321349315075314e-05,317.63268,0.08529486494316234,0.0006468311059717178,1856.20984
medical_charges,openml_335,regression,0.0869079932810179,0.000221700232944147,144.74802,0.08288986824094646,6.0689085284662085e-05,133.39892,0.08336428313538832,7.321349315075314e-05,372.79408,0.08529383718750964,0.000645672406757511,2416.07396
medical_charges,openml_336,regression,0.0869079932810179,0.000221700232944147,113.19448,0.08288986824094646,6.0689085284662085e-05,120.96261999999999,0.08336428313538832,7.321349315075314e-05,347.10402,0.08529383718750964,0.000645672406757511,1945.2065000000002
mfeat-factors,openml_cc18,classification,0.9652222222222223,0.00401770771816987,18.499419999999997,0.9593333333333334,0.0038369548110737373,40.572019999999995,0.96,0.003491612524993459,70.36504,0.9734444444444443,0.003975231959999688,1138.6825199999998
mfeat-fourier,openml_cc18,classification,0.8338888888888889,0.0033564016593319,10.82236,0.8072222222222223,0.009262962222518323,18.70054,0.8206666666666667,0.003796522125171094,55.372519999999994,0.8385555555555555,0.004523600663516019,518.3365200000001
mfeat-karhunen,openml_cc18,classification,0.9596666666666668,0.002310737149231605,10.175740000000001,0.9395555555555555,0.00412759458244588,15.12936,0.9505555555555556,0.0022566773346211484,43.443619999999996,0.9615555555555556,0.003002056908023536,431.60794
mfeat-morphological,openml_cc18,classification,0.7224444444444444,0.004241913148626895,3.9528800000000004,0.7242222222222222,0.004314059701848256,2.45352,0.7196666666666667,0.0030832082056692516,7.635599999999999,0.7091111111111111,0.004349684251347379,55.70288000000001
mfeat-pixel,openml_cc18,classification,0.9744444444444443,0.0034020690871988234,19.7011,0.9638888888888889,0.0013608276348794897,25.4861,0.9702222222222222,0.0030580797654495293,20.24814,0.9705555555555556,0.001416394309331439,659.20034
mfeat-zernike,openml_cc18,classification,0.7946666666666667,0.0039007754847871032,8.7545,0.7856666666666666,0.005657399830267144,12.89952,0.7774444444444444,0.008674497886347438,39.55682,0.8087777777777777,0.009055725969766637,343.97017999999997
nomao,openml_cc18,classification,0.9656263898209188,0.0008048160118837872,246.0721,0.9651944010986924,0.000667192744574695,238.42244,0.9665419924145923,0.0009567447979611539,274.92384000000004,0.9682764521284236,0.00041469358696978224,3343.91302
numerai28.6,openml_cc18,classification,0.5132359726836471,0.0011139075194779794,203.10088000000002,0.5091777408637873,0.0013864262839941564,414.31854000000004,0.5111595607235142,0.000654213184055591,935.26324,0.5088478220745662,0.0014334141803476043,11042.0393
optdigits,openml_cc18,classification,0.9823250296559906,0.0012472764172073718,16.101660000000003,0.9754052985369711,0.0017494521000893427,17.625880000000002,0.9782918149466193,0.0008549524836078076,23.61644,0.9822854883353104,0.001509577632963305,689.39104
ozone-level-8hr,openml_cc18,classification,0.9428947368421052,0.0011352788689074484,7.52548,0.9417543859649123,0.001092096455963916,16.3073,0.9409649122807016,0.002249277439466325,32.5929,0.9464912280701755,0.0008205389006083304,246.96059999999997
particulate-matter-ukair-2017,openml_335,regression,0.36590427999821096,0.00020045081482067534,959.1477600000001,0.36894399040115866,0.00019448933063743665,503.89678000000004,0.3679971070342579,0.00017199962038642888,802.7653200000001,0.38231830707135867,0.00021902354904118705,10021.085459999998
pc1,openml_cc18,classification,0.9368748266338628,0.0023510936653142757,2.90096,0.9346720214190093,0.0017903299887331561,2.1961199999999996,0.9346720214190093,0.0059006973300127444,5.58322,0.9348698095686048,0.005110041069131849,41.61728
pc3,openml_cc18,classification,0.902989630601571,0.0043177360584232,4.1308,0.9004291728172327,0.0038639687073525326,4.146559999999999,0.8985806620134978,0.003468712384924107,9.37668,0.9066854372824521,0.0024292175345094896,102.21552
pc4,openml_cc18,classification,0.9103692325911066,0.00808091653765445,3.7274000000000003,0.9053363008474132,0.00647807941920101,3.37244,0.9065563949580124,0.006930917960113182,7.278059999999999,0.9149399705338391,0.003677459508110286,82.05554
pendigits,openml_cc18,classification,0.9927416664566762,0.00043725930803052314,11.491060000000001,0.9910838570987744,0.00025179558849664635,17.03972,0.9894865618013791,0.0010433283365769107,27.16272,0.993894106770469,0.00019703538334661896,599.6725
phoneme,openml_cc18,classification,0.9045856467201316,0.0027007866618474065,5.00018,0.8982932346288299,0.003674474092852462,5.33344,0.8975940777297964,0.0026494136801820584,15.28662,0.9011721159777915,0.0019594701623806784,92.45852
pol,openml_297,regression,4.553418276023627,0.04184192516052894,21.694920000000003,5.031415578599197,0.06430984453044626,19.86912,4.907525564071712,0.02337740137378667,32.2287,4.474890980349821,0.039988003794484014,420.77604
pol,openml_336,regression,4.553418276023627,0.04184192516052894,19.75396,5.031415578599197,0.06430984453044626,19.51192,4.907525564071712,0.02337740137378667,42.06814,4.473967014118872,0.03622480281131141,499.8777
qsar-biodeg,openml_cc18,classification,0.8672203809447749,0.004158468369844022,3.7192,0.8657462497837054,0.005088828667368169,3.25894,0.8581586338165023,0.0057877211865516465,7.26632,0.8701752984866031,0.00589179451767923,77.30716
road-safety,openml_334,classification,0.7830968881124017,0.001043933286537128,268.81552,0.7795575877496969,0.0006668271252203722,307.22936,0.7822637669018391,0.0013569742929372467,587.5885000000001,0.7877417136569397,0.0007103815327979299,8978.140640000001
satimage,openml_cc18,classification,0.915258337653361,0.0029669502030530656,13.744980000000002,0.9094176602730257,0.0025496216140899505,19.64602,0.9097287022636944,0.002061336852731509,32.67326,0.9159149818558838,0.002650681098495912,560.51646
seattlecrime6,openml_335,regression,381.93717890068353,0.2084308949827505,64.25474,381.95809653361323,0.2067932608831765,23.71442,381.94979115235583,0.20394605723616885,49.7675,382.02597639035,0.23571762094136742,413.23634000000004
segment,openml_cc18,classification,0.9387205387205387,0.0032014547940920866,4.04332,0.9308321308321308,0.0019359895909089146,3.9254400000000005,0.9297739297739298,0.003678946258003473,11.16102,0.9376623376623376,0.004187743888346162,90.81148
semeion,openml_cc18,classification,0.9330061489609923,0.008503798435199947,19.00884,0.900905239335807,0.004682328461447953,31.17106,0.9211450575862038,0.008215003527090082,14.54128,0.9239388437146392,0.005315135448301058,372.90742
sick,openml_cc18,classification,0.9815560304472208,0.0022882706048480903,7.65886,0.9863884176422253,0.0026873086419202112,4.10622,0.9857991770627326,0.002066365902540872,7.088620000000001,0.9901007478502301,0.0015107808423304385,78.90928
spambase,openml_cc18,classification,0.9532367149758454,0.001414642556941734,12.43528,0.9492270531400966,0.001305242133923351,13.112720000000001,0.9509661835748793,0.0005123962182511228,28.25756,0.9546376811594204,0.0014022150022897236,292.79586
splice,openml_cc18,classification,0.9612678509230234,0.0020369476164700667,25.3005,0.9554858934169278,0.0014445448521997579,38.400279999999995,0.9572274468826192,0.0010848074888468594,18.562379999999997,0.9567398119122256,0.0011393540392751883,380.32852
steel-plates-fault,openml_cc18,classification,0.7853379152348224,0.006745186950944967,5.51218,0.7587628865979381,0.009646847841978239,6.50476,0.7672394043528064,0.009355105149642821,16.80214,0.7892325315005727,0.009073871430558354,174.66038
sulfur,openml_297,regression,0.017498168856461438,0.0009098267965923928,14.705180000000002,0.019051778309334938,0.0006481434519846468,17.020139999999998,0.01920217552766808,0.00035700532915881227,46.4127,0.01849493933565074,0.0003217067726136248,210.0326
sulfur,openml_336,regression,0.017498168856461438,0.0009098267965923928,18.10996,0.019051778309334938,0.0006481434519846468,17.22194,0.01920217552766808,0.00035700532915881227,56.2855,0.01857054268414942,0.00029810518225288965,248.90605999999997
superconduct,openml_297,regression,9.50620029381562,0.07287442053007477,123.46538000000001,9.757592824465542,0.06812614099382369,224.87402000000003,9.607405189413834,0.06442106489778143,441.25504,9.650849258535393,0.06688606573968918,2911.69412
superconduct,openml_336,regression,9.50620029381562,0.07287442053007477,129.00122000000002,9.757592824465542,0.06812614099382369,222.68224,9.607405189413834,0.06442106489778143,470.33504000000005,9.650959185822618,0.0658462411466731,2957.0926
texture,openml_cc18,classification,0.982020202020202,0.00037794519058317384,12.0154,0.9841616161616162,0.0008642121065134815,24.63112,0.9713939393939393,0.0016511367064002019,65.26396,0.9941414141414141,0.0012205096943025335,630.5569
tic-tac-toe,openml_cc18,classification,0.9784254419925151,0.009000249592193076,2.96372,0.9698364305071623,0.01017609071924565,1.6425,0.9784278616595691,0.005280803930857404,3.4815600000000004,0.9835252935862691,0.0023725754353476564,27.50132
topo_2_1,openml_335,regression,0.02901892264402034,3.845108169837673e-05,196.48202,0.029154739717759382,4.0586148084793736e-05,541.0826,0.029020632645725863,4.292783091149944e-05,784.0982200000001,0.02921340370439956,0.0001125075411330979,7146.82402
vehicle,openml_cc18,classification,0.76164036807652,0.013274853425350494,3.04698,0.7618872739721765,0.005386242374790003,2.10776,0.7466455033041818,0.00786403450811965,4.9684,0.8062961003392364,0.013954247231395989,44.0215
visualizing_soil,openml_335,regression,0.0325966586403921,0.0026691264002776023,3.75184,0.09905509178722004,0.0054074954333952095,4.0226,0.04544510411417632,0.002558793845810288,17.884059999999998,0.04622738992951416,0.003649517968970924,88.37384
vowel,openml_cc18,classification,0.9557800224466891,0.004390035289698658,3.62462,0.9169472502805835,0.0180622636806185,2.9202199999999996,0.9292929292929293,0.008436193253856885,6.546460000000001,0.961391694725028,0.006715275107363283,86.81412
wall-robot-navigation,openml_cc18,classification,0.9839512267007999,0.001492499208119956,8.46438,0.9933199707856073,0.0008564633041015756,13.256639999999999,0.9958453628623734,0.00046883033588563045,29.32324,0.9796334161273604,0.0008149028248131156,346.61064
wdbc,openml_cc18,classification,0.969134273592478,0.003496434914734042,2.3919,0.9597706685013186,0.008144960087725805,1.75552,0.9589840614608416,0.00308398643631728,5.28932,0.97265909872721,0.0023897921240464822,34.11974
wilt,openml_cc18,classification,0.9859008606204898,0.0005985504323737464,3.68546,0.9845233552238126,0.0014936478918354229,3.4589799999999995,0.9858091598270786,0.00047047938643284145,9.91032,0.986865554232887,0.0010450401364031918,39.07584
wine_quality,openml_297,regression,0.6158749435931214,0.006161186538468381,11.464780000000001,0.6327133560840028,0.003360542081697866,10.22456,0.6275107867310578,0.003908110110215362,22.74056,0.6153350114346396,0.004078095420863191,168.50976
wine_quality,openml_336,regression,0.6158749435931214,0.006161186538468381,12.11844,0.6327133560840028,0.003360542081697866,10.28796,0.6275107867310578,0.003908110110215362,27.96212,0.6148931799283511,0.005547015548403771,205.96416
yprop_4_1,openml_336,regression,0.02865660010032564,4.178898980863606e-05,37.924879999999995,0.02893399530744692,3.6365672790721736e-05,37.0937,0.028827280460105343,5.111946152287888e-05,73.86446000000001,0.02897852198455462,7.433129203774432e-05,789.3517400000001
